,loss,accuracy,val_loss,val_accuracy
0,0.8171932697296143,0.48353731632232666,0.68791264295578,0.5366430282592773
1,0.6766126751899719,0.533675491809845,0.6627814173698425,0.5366430282592773
2,0.6509707570075989,0.5585471987724304,0.637650728225708,0.7073286175727844
3,0.6248838901519775,0.6855902075767517,0.6111094355583191,0.695035457611084
4,0.5990251898765564,0.8037109971046448,0.5868470072746277,0.6732860803604126
5,0.5739715695381165,0.8611133098602295,0.5619061589241028,0.9498817920684814
6,0.5497017502784729,0.9101460576057434,0.5374487042427063,0.9011820554733276
7,0.5260396003723145,0.9258586764335632,0.5146576166152954,0.9446808695793152
8,0.5036166310310364,0.9402289986610413,0.4930904805660248,0.936170220375061
9,0.48240888118743896,0.9464666247367859,0.4724137783050537,0.9579195976257324
10,0.46242037415504456,0.9514409899711609,0.45316338539123535,0.965484619140625
11,0.4432944059371948,0.9529411792755127,0.43494564294815063,0.9527186751365662
12,0.4254443347454071,0.9572838544845581,0.4176260530948639,0.9612293243408203
13,0.4085584878921509,0.9597315192222595,0.40134182572364807,0.9678487181663513
14,0.39244160056114197,0.9600473642349243,0.3861849904060364,0.9678487181663513
15,0.377464234828949,0.9626529812812805,0.3714158236980438,0.9664302468299866
16,0.363228440284729,0.9621792435646057,0.3583342432975769,0.9711583852767944
17,0.3496617376804352,0.9647058844566345,0.34482964873313904,0.9673758745193481
18,0.3372780978679657,0.9651796221733093,0.3327464759349823,0.9692671298980713
19,0.32520556449890137,0.9660481810569763,0.32133179903030396,0.9678487181663513
20,0.31410232186317444,0.9663639664649963,0.31037819385528564,0.9678487181663513
21,0.3034905791282654,0.9668377637863159,0.30017510056495667,0.9678487181663513
22,0.2932486832141876,0.9662060737609863,0.2916345000267029,0.9730496406555176
23,0.28398361802101135,0.9686537981033325,0.2812177836894989,0.9673758745193481
24,0.27492812275886536,0.9679431319236755,0.27238729596138,0.9702127575874329
25,0.26643529534339905,0.9692854285240173,0.2641281187534332,0.9702127575874329
26,0.2582995593547821,0.9698381423950195,0.25685515999794006,0.9683215022087097
27,0.25085604190826416,0.9693644046783447,0.24914129078388214,0.9730496406555176
28,0.24353590607643127,0.9703118801116943,0.24219092726707458,0.9744681119918823
29,0.23673683404922485,0.9707856178283691,0.2351088523864746,0.9711583852767944
30,0.23018401861190796,0.9706277251243591,0.22875143587589264,0.9716312289237976
31,0.22390837967395782,0.9713383316993713,0.2225630283355713,0.9725768566131592
32,0.21789254248142242,0.9719700217247009,0.21670590341091156,0.9725768566131592
33,0.21229355037212372,0.9720489382743835,0.21109691262245178,0.9725768566131592
34,0.20668941736221313,0.9724437594413757,0.20686903595924377,0.9716312289237976
35,0.20167098939418793,0.9725226759910583,0.20069096982479095,0.9730496406555176
36,0.19670143723487854,0.9735491275787354,0.19583018124103546,0.9739952683448792
37,0.19196034967899323,0.9740229249000549,0.19113385677337646,0.9754137396812439
38,0.18737073242664337,0.9735491275787354,0.18673300743103027,0.9730496406555176
39,0.1830562949180603,0.9745755791664124,0.18246598541736603,0.9763593673706055
40,0.17887122929096222,0.975365161895752,0.1783379763364792,0.9749408960342407
41,0.17491939663887024,0.9752072691917419,0.17437556385993958,0.9758865237236023
42,0.17117875814437866,0.9752072691917419,0.17065241932868958,0.9763593673706055
43,0.16751892864704132,0.9758388996124268,0.16690517961978912,0.9768321514129639
44,0.16402821242809296,0.9758388996124268,0.16343623399734497,0.9773049354553223
45,0.16069765388965607,0.9767864346504211,0.15999796986579895,0.9777777791023254
46,0.15734738111495972,0.976233720779419,0.15682825446128845,0.9773049354553223
47,0.1543203443288803,0.9767864346504211,0.15364736318588257,0.9777777791023254
48,0.1512293964624405,0.9774970412254333,0.1510731726884842,0.9768321514129639
49,0.14831823110580444,0.9785234928131104,0.14781641960144043,0.9777777791023254
50,0.14552827179431915,0.9780497550964355,0.1449139416217804,0.9782505631446838
51,0.14279042184352875,0.978286623954773,0.14257079362869263,0.9782505631446838
52,0.1402183473110199,0.9783656001091003,0.1395760029554367,0.9782505631446838
53,0.137604221701622,0.9789182543754578,0.1373567283153534,0.978723406791687
54,0.1351478397846222,0.9790762066841125,0.1349310725927353,0.9777777791023254
55,0.1329350769519806,0.97931307554245,0.13217419385910034,0.9782505631446838
56,0.1305498629808426,0.9793920516967773,0.13002827763557434,0.9796690344810486
57,0.12833885848522186,0.9799447059631348,0.12763629853725433,0.9791961908340454
58,0.12615936994552612,0.980339527130127,0.12618643045425415,0.980141818523407
59,0.12410392612218857,0.9800236821174622,0.12340173125267029,0.978723406791687
60,0.12212210148572922,0.9804185032844543,0.12128828465938568,0.9782505631446838
61,0.12013841420412064,0.9807342886924744,0.11925503611564636,0.9791961908340454
62,0.11825232207775116,0.9811291098594666,0.1173676922917366,0.9796690344810486
63,0.11639800667762756,0.9816028475761414,0.11550838500261307,0.9791961908340454
64,0.11453450471162796,0.981365978717804,0.1137310191988945,0.980141818523407
65,0.11285301297903061,0.9822344779968262,0.11231407523155212,0.980141818523407
66,0.11114517599344254,0.9821555614471436,0.11025698482990265,0.9791961908340454
67,0.10950298607349396,0.9818397164344788,0.10855353623628616,0.9796690344810486
68,0.10795935243368149,0.9820765852928162,0.10697586089372635,0.9796690344810486
69,0.10635550320148468,0.9830240607261658,0.10542837530374527,0.9806146621704102
70,0.10493724048137665,0.9829451441764832,0.10413476824760437,0.9810874462127686
71,0.10348141193389893,0.9828661680221558,0.10269888490438461,0.9810874462127686
72,0.10202813893556595,0.9828661680221558,0.10104791074991226,0.9815602898597717
73,0.10067109018564224,0.9830240607261658,0.09971479326486588,0.9820330739021301
74,0.09930944442749023,0.9831820130348206,0.09816963225603104,0.9806146621704102
75,0.09794756770133972,0.983418881893158,0.09678011387586594,0.9810874462127686
76,0.09667869657278061,0.9833399057388306,0.09547145664691925,0.9815602898597717
77,0.09544937312602997,0.9839715957641602,0.09431951493024826,0.9810874462127686
78,0.0942203477025032,0.9834978580474854,0.09295525401830673,0.9825059175491333
79,0.09312398731708527,0.9840505123138428,0.09174342453479767,0.9825059175491333
80,0.0919191837310791,0.9838136434555054,0.09063020348548889,0.9815602898597717
81,0.09072926640510559,0.9845242500305176,0.08957896381616592,0.9825059175491333
82,0.08966217190027237,0.9840505123138428,0.08831898868083954,0.9820330739021301
83,0.08866869658231735,0.984445333480835,0.08719957619905472,0.9825059175491333
84,0.08753421902656555,0.9843663573265076,0.08631163835525513,0.9843971729278564
85,0.08661248534917831,0.9841294884681702,0.08510094881057739,0.9829787015914917
86,0.08549463748931885,0.9849980473518372,0.0840909406542778,0.9843971729278564
87,0.08458071947097778,0.9849980473518372,0.08299104124307632,0.9829787015914917
88,0.08349103480577469,0.9850769639015198,0.08199658989906311,0.9829787015914917
89,0.08252248167991638,0.9850769639015198,0.08127860724925995,0.9858155846595764
90,0.08165983110666275,0.9848400950431824,0.08015229552984238,0.9858155846595764
91,0.08079257607460022,0.9849980473518372,0.07918836176395416,0.9834515452384949
92,0.07991044223308563,0.985629677772522,0.07828450202941895,0.9858155846595764
93,0.07900558412075043,0.985471785068512,0.07733934372663498,0.985342800617218
94,0.0781761184334755,0.985629677772522,0.07647143304347992,0.9858155846595764
95,0.07735420018434525,0.9853928089141846,0.07558507472276688,0.9858155846595764
96,0.07650220394134521,0.9857876300811768,0.07487419992685318,0.986761212348938
97,0.07575763761997223,0.9862613677978516,0.07395965605974197,0.9862884283065796
98,0.07494795322418213,0.986498236656189,0.07315390557050705,0.9862884283065796
99,0.07422470301389694,0.9862613677978516,0.07237941771745682,0.986761212348938
