,loss,accuracy,val_loss,val_accuracy
0,0.8398389220237732,0.4676668047904968,0.7504479885101318,0.46335697174072266
1,0.7074752449989319,0.4678247272968292,0.6828001737594604,0.4718676209449768
2,0.674512505531311,0.6576391458511353,0.6698096394538879,0.5366430282592773
3,0.6676114201545715,0.5323331952095032,0.6651164889335632,0.5366430282592773
4,0.663477897644043,0.5323331952095032,0.661124050617218,0.5366430282592773
5,0.6594662070274353,0.5324121713638306,0.6571121215820312,0.5366430282592773
6,0.6554703712463379,0.532649040222168,0.6531149744987488,0.5371158123016357
7,0.6513752341270447,0.5342282056808472,0.6490071415901184,0.540898323059082
8,0.6472638249397278,0.5392025113105774,0.6448602080345154,0.5479905605316162
9,0.6431073546409607,0.5530201196670532,0.6406753063201904,0.5697399377822876
10,0.6388275623321533,0.5872088670730591,0.6364303827285767,0.5943262577056885
11,0.6345250010490417,0.5826293230056763,0.6321439146995544,0.6208037734031677
12,0.6302146911621094,0.6764311194419861,0.627763032913208,0.6283687949180603
13,0.6258026361465454,0.6426371932029724,0.6234006881713867,0.6638298034667969
14,0.6213721036911011,0.6963284611701965,0.6190084218978882,0.709692656993866
15,0.616936206817627,0.742044985294342,0.6145246028900146,0.7139480113983154
16,0.6124573349952698,0.7553098797798157,0.6100385785102844,0.714893639087677
17,0.6079919934272766,0.7791551351547241,0.6055663824081421,0.7739952802658081
18,0.6034145951271057,0.7675483822822571,0.6010842323303223,0.7990543842315674
19,0.5988490581512451,0.8016580939292908,0.5965583920478821,0.8137115836143494
20,0.5942866206169128,0.8474535942077637,0.5919743776321411,0.8160756230354309
21,0.589855968952179,0.8367153406143188,0.5874022245407104,0.8203309774398804
22,0.5852050185203552,0.8417686820030212,0.5828380584716797,0.8264775276184082
23,0.5805978775024414,0.8634820580482483,0.5783265233039856,0.8553191423416138
24,0.5759913921356201,0.8669561743736267,0.5737161636352539,0.8330969214439392
25,0.5714496374130249,0.8770627975463867,0.569169282913208,0.8449172377586365
26,0.5668522715568542,0.8732727766036987,0.5646572709083557,0.8846335411071777
27,0.5623413324356079,0.8885116577148438,0.5600868463516235,0.873758852481842
28,0.5576988458633423,0.8876430988311768,0.5556000471115112,0.8983451724052429
29,0.5531860589981079,0.9026451110839844,0.5510572791099548,0.8893616795539856
30,0.5486685633659363,0.8987761735916138,0.5466064810752869,0.9063829779624939
31,0.544157862663269,0.9001184105873108,0.5422205924987793,0.9200945496559143
32,0.5397129654884338,0.915199339389801,0.5376921892166138,0.914893627166748
33,0.5352077484130859,0.918278694152832,0.5333184003829956,0.8879432678222656
34,0.5308355093002319,0.9042242169380188,0.5289559960365295,0.92955082654953
